SocialCue,ImageOrder,Participant_Gender,imageName,describeImage,judgement,character,appearance,WC,Sixltr,ppron,i,we,you,shehe,they,verb,adj,affect,posemo,negemo,social,family,friend,female,male,bio,body,health,sexual,ingest,work,leisure,home,money,relig,death,StrongNeg,StrongPos,WeakNeg,WeakPos,StrongSub,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,0,0,Barman - BW,"There is an African American bar tender making drinks in a night club of some sort. She is pouring a drink into a shaker. She is dressed well, the club has mostly blue lighting. ",1,0,1,34,14.71,5.88,0,0,0,5.88,0,14.71,5.88,8.82,5.88,2.94,5.88,0,0,5.88,0,11.76,0,2.94,0,8.82,0,14.71,0,0,0,0,0,0,2.94,5.88,0,11.76,8.82,2.94,0,0,0,0,0,0,0,0,0
0,0,0,Barman - BW,A bartender is mixing up a cocktail.,0,0,0,7,28.57,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - BW,An African american bartender pouring a drink in a club,0,0,1,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - BW,A woman wearing a black and white dress is pouring spirits into a shaker cup as they prepare a mixed drink for a customer.,0,0,1,24,20.83,4.17,0,0,0,0,4.17,8.33,12.5,4.17,0,4.17,8.33,0,0,4.17,0,8.33,4.17,0,0,4.17,4.17,4.17,0,4.17,4.17,0,0,0,4.17,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - BW,A bar tender pours alcohol into a drink behind the bar. She has large gold earrings and there are blue lights around the club she is in.,0,0,1,27,7.41,7.41,0,0,0,7.41,0,11.11,11.11,3.7,3.7,0,7.41,0,0,7.41,0,18.52,0,7.41,0,14.81,0,18.52,0,0,0,0,0,0,7.41,11.11,0,7.41,7.41,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - BW,A female bartender pouring what looks like vodka or rum into a metal drink mixer.  She is staring at the tumbler in her hand and her mouth is off center in concentration or a smirk.  The bottle is u,0,1,1,39,12.82,10.26,0,0,2.56,7.69,0,12.82,2.56,0,0,0,10.26,0,0,10.26,0,12.82,5.13,0,0,7.69,0,7.69,0,0,0,0,0,2.56,0,0,2.56,5.13,5.13,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,White male bartender,0,0,1,3,33.33,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,A MALE BARTENDER STANDING BEHIND THE BAR.,0,0,0,7,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,I am a male bartender standing behind the counter doing my job.,0,0,0,12,25,16.67,16.67,0,0,0,0,16.67,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,A cheerful middle aged white bartender is standing behind his bar.  On the bar are liquor bottles and fruit. In the background is the glass entry door. Behind him is a wall of liquor bottles.  He is ,0,1,1,37,16.22,8.11,0,0,0,8.11,0,13.51,8.11,2.7,2.7,0,8.11,0,0,0,8.11,13.51,0,0,0,13.51,0,10.81,2.7,0,0,0,0,2.7,5.41,2.7,2.7,10.81,10.81,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,"There is a male, white, bartender who is smiling at the viewer. He is dressed well, mostly in black. It appears to be sunset outside, he has drinks lined up on the bar, a bowl of lemons to his right. ",1,1,1,40,12.5,7.5,0,0,0,7.5,0,15,2.5,5,5,0,12.5,0,0,0,10,5,0,0,0,5,0,5,0,0,0,0,0,2.5,5,7.5,5,20,7.5,12.5,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,A bartender posing for a picture with a smile behind the counter.,0,1,0,12,25,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,A bartender smiles in their bar.,0,1,0,6,16.67,16.67,0,0,0,0,16.67,0,0,16.67,16.67,0,16.67,0,0,0,0,16.67,0,0,0,16.67,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,"A bartender is posing for a photo behind the bar, he is wearing a black shirt and apron and is wearing a tie. He is standing behind a lot of glassware and is smiling.",0,1,1,34,17.65,5.88,0,0,0,5.88,0,20.59,0,2.94,2.94,0,5.88,0,0,0,5.88,11.76,8.82,0,0,2.94,0,2.94,0,0,0,0,0,2.94,5.88,0,2.94,8.82,5.88,2.94,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,A bar tender is smiling behind the bar. He is white and has gold and black tie on.,0,1,1,18,5.56,5.56,0,0,0,5.56,0,16.67,11.11,11.11,11.11,0,5.56,0,0,0,5.56,16.67,0,5.56,0,11.11,0,11.11,0,0,0,0,0,5.56,16.67,16.67,5.56,11.11,11.11,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WM,"A male smiling bartender with his hands on the bar, not in any type of process of making a drink.  There are several bottles in front of him that are not typical of liquor bottles,  maybe they are f",0,1,0,39,17.95,7.69,0,0,0,5.13,2.56,10.26,2.56,2.56,2.56,0,10.26,0,0,0,7.69,10.26,2.56,0,0,7.69,0,7.69,0,0,0,0,0,2.56,2.56,0,2.56,7.69,2.56,5.13,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,A SMILING WOMAN BEHIND A BAR MAKING AN ALCOHOLIC BEVERAGE. ,1,1,0,10,30,0,0,0,0,0,0,10,0,10,10,0,10,0,0,10,0,20,0,10,0,20,0,20,0,0,0,0,0,10,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,I am an attractive female bartender that enjoys her job.,1,1,1,10,20,20,10,0,0,10,0,10,20,10,10,0,20,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,A middle aged woman is pouring a cocktail at a bar.  She is wearing a key on a necklace.  She is wearing a sleeveless blouse and a sleevless vest.  In the background are bottle of liquor.,0,0,1,36,22.22,5.56,0,0,0,5.56,0,16.67,2.78,0,0,0,8.33,0,0,8.33,0,16.67,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,2.78,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,Attractive barista pouring a martini.,1,0,1,5,80,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,20,0,20,0,0,0,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,A bartender is pouring a martini. She is wearing a white shirt and black vest and she has short curly hair. There are many bottles on the shelves in the background.,0,0,1,31,22.58,6.45,0,0,0,6.45,0,16.13,6.45,0,0,0,6.45,0,0,6.45,0,9.68,6.45,0,0,3.23,0,3.23,0,0,0,0,0,0,3.23,3.23,0,9.68,9.68,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,"There is a women that is staring directly at the viewer pouring a martini in a glass. She works at a bar, is dressed very casually, and is wearing a gold key necklace. She also has red nails. ",0,0,1,38,21.05,5.26,0,0,0,5.26,0,21.05,2.63,2.63,0,0,7.89,0,0,7.89,0,10.53,5.26,0,0,5.26,2.63,5.26,0,0,0,0,0,0,2.63,2.63,0,13.16,7.89,5.26,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,An attractive bartender with a playful smile is serving me a cocktail.,1,1,1,12,41.67,8.33,8.33,0,0,0,0,8.33,16.67,16.67,16.67,0,0,0,0,0,0,8.33,0,0,0,8.33,0,16.67,0,0,0,0,0,25,0,0,25,8.33,8.33,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,It is a woman in a white in black outfit bartending and pooring a cocktail while smiling,0,1,1,17,23.53,0,0,0,0,0,0,5.88,5.88,5.88,5.88,0,5.88,0,0,5.88,0,5.88,0,0,0,5.88,0,5.88,0,0,0,0,0,5.88,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,"A young female bartender is pouring a drink out of a shaker cup into a martini glass about a foot below the cup, she is looking into the camera and smiling. She is wearing a black and white outfit a",0,1,1,40,15,5,0,0,0,5,0,12.5,7.5,5,2.5,2.5,7.5,0,0,7.5,0,10,5,0,0,5,0,5,0,0,0,0,0,2.5,2.5,2.5,2.5,5,2.5,2.5,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,"White bartender, dark hair, pretty smile, making a drink at the moment.  Seems very friendly.",1,1,1,15,13.33,0,0,0,0,0,0,13.33,6.67,20,13.33,0,6.67,0,6.67,0,0,6.67,0,0,0,6.67,0,6.67,0,0,0,0,0,20,6.67,6.67,20,33.33,13.33,20,0,0,0,0,0,0,0,0,0
0,0,0,Barman - WW,"A female bartender pouring a drink that was mixed into a martini glass.  She is staring straight at me and has a smile on her face.  Her hair is dark brown and wavy, parted in the middle of her forehe",0,1,1,40,12.5,12.5,2.5,0,0,10,0,12.5,12.5,2.5,2.5,0,12.5,0,0,12.5,0,7.5,2.5,0,0,5,0,5,0,0,0,0,0,2.5,2.5,2.5,2.5,7.5,5,2.5,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,African American male firefighter,0,0,1,4,75,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,A MALE FIREFIGHTER SITTING DOWN ON THE FRONT OF A FIRETRUCK. ,0,0,1,11,27.27,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,I am a male firefighter sitting on the bumper of the fire truck.,0,0,0,13,15.38,7.69,7.69,0,0,0,0,15.38,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,A black male firefigher dressed in his fire suit and holding his hat is seated on a hydraulic lift.  the lift is holding the fire truck.,0,0,1,26,19.23,7.69,0,0,0,7.69,0,7.69,0,0,0,0,11.54,0,0,0,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,An African American fire fighter who is sitting on the bumper of his fire truck. He has his helmet ff and is looking at the viewer in a casual way. His jacket is not buttoned. The door to the fire tru,0,0,1,41,14.63,9.76,0,0,0,9.76,0,14.63,0,4.88,0,2.44,14.63,0,0,0,9.76,0,0,0,0,0,0,2.44,2.44,0,0,0,0,0,0,0,0,7.32,7.32,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,A man in uniform in front of a fire truck,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,A firefighter sits on their fire truck.,0,0,0,7,14.29,14.29,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,A fireman is wearing his black and yellow jacket and is holding his helmet. He is sitting on the front bumper of his fire truck and has a confident look on his face.,1,1,1,33,15.15,15.15,0,0,0,15.15,0,21.21,0,3.03,3.03,0,15.15,0,0,0,15.15,6.06,6.06,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,3.03,6.06,6.06,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,Black male firefighter sitting on the front of an engine.  Seems very serious and confident in his posture and full gear.,1,1,1,21,23.81,4.76,0,0,0,4.76,0,9.52,9.52,9.52,4.76,4.76,9.52,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,4.76,0,9.52,9.52,9.52,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,An African American fire fighter is sitting on the bumper of the fire truck.,0,0,1,14,28.57,0,0,0,0,0,0,14.29,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BM,a male firefighter sitting on the front bumper of his firetruck centered in the picture.  He is holding his firemans helmet under his right arm,0,0,0,25,28,16,0,0,0,16,0,8,0,0,0,0,20,0,0,0,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,A FEMALE FIREFIGHTER HOLDING A FIRE HOSE. ,0,0,0,7,28.57,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,I am a female firefighter who is strong and dedicated.,1,1,0,10,20,10,10,0,0,0,0,20,30,10,10,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,African American female firefighter,0,0,1,4,75,0,0,0,0,0,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,"A female african american firefighter is wearing a fireproof suit, hat, gloves.  She is holding a fire nozzle. She is standing next to a fire truck.",0,0,1,26,26.92,7.69,0,0,0,7.69,0,15.38,7.69,0,0,0,11.54,0,0,11.54,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,19.23,11.54,7.69,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,"There is a women who is of African American decent who appears to be a fire fighter, she is holding a fire hose. ",1,0,1,23,21.74,4.35,0,0,0,4.35,0,21.74,0,8.7,4.35,4.35,21.74,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,A firefighter is posing for a picture with full equipment on.,0,0,1,11,27.27,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,"A female firefighter is in her full work gear which includes a heavy brown jacket, yellow gloves and a yellow helmet. She is holding a water hose and has a confident expression on her face.",0,1,1,35,14.29,8.57,0,0,0,8.57,0,8.57,11.43,2.86,2.86,0,14.29,0,0,11.43,0,8.57,2.86,0,0,5.71,2.86,2.86,0,0,0,0,0,2.86,0,0,2.86,8.57,5.71,2.86,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,This image shows a posing african american woman firefighter,0,0,1,9,33.33,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,"Black female firefighter in firefighting gear, holding a hose.  Very professional and confident appearance.",1,1,1,14,42.86,0,0,0,0,0,0,0,7.14,7.14,7.14,0,7.14,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,7.14,0,7.14,21.43,14.29,7.14,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,A firefighter poses in a red fire suit with a yellow hat. The woman has dark skin and is pulling the hose off the firetruck.,0,0,1,25,12,0,0,0,0,0,0,12,4,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - BW,There is a female firefighter in the picture.  She is holding a firehose and looks like she is standing near the water controls of a fire truck.,0,0,0,27,22.22,7.41,0,0,0,7.41,0,14.81,3.7,0,0,0,11.11,0,0,11.11,0,3.7,0,0,0,3.7,0,0,0,0,0,0,0,3.7,0,0,3.7,7.41,7.41,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,I MALE FIREFIGHTER STANDING IN FRONT OF A FIRETRUCK.,0,0,0,9,33.33,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,male white firefighter,0,0,1,3,33.33,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,I am a male firefighter standing in front of the truck at the station.,0,0,0,14,21.43,7.14,7.14,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,"There is a middle aged, slightly overweight fire fighter standing in front of his truck. He is smiling and looking off to the side with his hands behind him. ",1,1,1,29,20.69,13.79,0,0,0,13.79,0,10.34,6.9,6.9,3.45,3.45,17.24,0,0,0,13.79,6.9,3.45,3.45,0,3.45,0,0,0,0,0,0,0,3.45,3.45,0,3.45,10.34,6.9,3.45,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,A firefighter is standing in front of a fire engine.,0,0,0,10,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,This shows a firefighter posing in front of his firetruck looking into the distance instead of the camera,0,0,0,18,27.78,5.56,0,0,0,5.56,0,5.56,0,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,"A fireman is wearing his heavy jacket and has a red helmet on, he is gazing off to the side and is standing in front of a firetruck.",0,0,1,28,14.29,7.14,0,0,0,7.14,0,17.86,7.14,0,0,0,7.14,0,0,0,7.14,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,3.57,3.57,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,"White, male firefighter in his gear.  Standing confidently in front of the engine.  He seems very cleancut and professional, yet casual, in his appearance.",1,1,1,24,25,12.5,0,0,0,12.5,0,4.17,4.17,8.33,4.17,0,16.67,0,0,0,16.67,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,4.17,0,25,12.5,12.5,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,A man stands in front of a fire truck. His hands are in his pockets and he is a white man. He is wearing a black fire suit and a red hat.,0,0,1,32,6.25,12.5,0,0,0,12.5,0,12.5,6.25,0,0,0,18.75,0,0,0,18.75,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,3.12,6.25,0,9.38,9.38,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WM,There is a male firefighter standing in front of a fire truck.  His uniform is black with yellow/silver stripes across it.  His firefighter helmet is red like the color of the fire truck.  His hands,0,0,1,36,13.89,8.33,0,0,0,8.33,0,8.33,2.78,0,0,0,11.11,0,0,0,11.11,2.78,2.78,0,0,0,0,0,0,0,0,0,0,2.78,2.78,2.78,2.78,11.11,8.33,0,0,0,0,0,0,0,0,0,2.78
0,0,0,Fireman - WW,A FEMALE FIREFIGHTER STANDING WITH THE FIRE HOSE OVER HIS SHOULDER.,0,0,1,11,27.27,9.09,0,0,0,9.09,0,0,9.09,0,0,0,18.18,0,0,9.09,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WW,White female firefighter,0,0,1,3,33.33,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WW,I am a female firefighter loading a hose to the fire.,0,0,0,11,18.18,9.09,9.09,0,0,0,0,9.09,9.09,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WW,A white female firefighter dressed in her fire suit is carrying a large fire hose.  She has on a helmet with goggles.  Behind her is the fire truck.,0,0,1,28,14.29,10.71,0,0,0,10.71,0,10.71,10.71,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,0,10.71,10.71,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WW,There is a female fire fighter standing in front of her truck holding a hose. ,0,0,1,15,20,6.67,0,0,0,6.67,0,6.67,6.67,6.67,0,6.67,20,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
0,0,0,Fireman - WW,A firefighter in full gear poses in front of her truck.,0,0,1,11,9.09,9.09,0,0,0,9.09,0,0,9.09,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
